2021-03-01 18:19:05,938 - train.py[line:112] - INFO: Loading model......
2021-03-01 18:19:08,636 - train.py[line:149] - INFO: Epoch: 0, Step: 10, Loss: 0.13081228, Learning_rate: 0.00066000002, Cost_time: 2.045
2021-03-01 18:19:10,509 - train.py[line:149] - INFO: Epoch: 0, Step: 20, Loss: 0.093689741, Learning_rate: 0.00066000002, Cost_time: 1.8106
2021-03-01 18:19:12,228 - train.py[line:149] - INFO: Epoch: 0, Step: 30, Loss: 0.12900741, Learning_rate: 0.00066000002, Cost_time: 1.6612
2021-03-01 18:19:14,181 - train.py[line:149] - INFO: Epoch: 0, Step: 40, Loss: 0.1100315, Learning_rate: 0.00066000002, Cost_time: 1.8934
2021-03-01 18:19:15,929 - train.py[line:149] - INFO: Epoch: 0, Step: 50, Loss: 0.10094013, Learning_rate: 0.00066000002, Cost_time: 1.6913
2021-03-01 18:19:17,896 - train.py[line:149] - INFO: Epoch: 0, Step: 60, Loss: 0.11447582, Learning_rate: 0.00066000002, Cost_time: 1.906
2021-03-01 18:19:19,920 - train.py[line:149] - INFO: Epoch: 0, Step: 70, Loss: 0.12413455, Learning_rate: 0.00066000002, Cost_time: 1.9634
2021-03-01 18:19:21,895 - train.py[line:149] - INFO: Epoch: 0, Step: 80, Loss: 0.1075929, Learning_rate: 0.00066000002, Cost_time: 1.9153
2021-03-01 18:19:23,698 - train.py[line:149] - INFO: Epoch: 0, Step: 90, Loss: 0.093861503, Learning_rate: 0.00066000002, Cost_time: 1.7424
2021-03-01 18:19:25,890 - train.py[line:149] - INFO: Epoch: 0, Step: 100, Loss: 0.10234617, Learning_rate: 0.00066000002, Cost_time: 2.1367
2021-03-01 18:19:27,797 - train.py[line:149] - INFO: Epoch: 0, Step: 110, Loss: 0.096374612, Learning_rate: 0.00066000002, Cost_time: 1.8505
2021-03-01 18:19:29,478 - train.py[line:149] - INFO: Epoch: 0, Step: 120, Loss: 0.05678825, Learning_rate: 0.00066000002, Cost_time: 1.6256
2021-03-01 18:19:31,304 - train.py[line:149] - INFO: Epoch: 0, Step: 130, Loss: 0.11139904, Learning_rate: 0.00066000002, Cost_time: 1.7645
2021-03-01 18:19:32,986 - train.py[line:149] - INFO: Epoch: 0, Step: 140, Loss: 0.080409063, Learning_rate: 0.00066000002, Cost_time: 1.6242
2021-03-01 18:19:34,999 - train.py[line:149] - INFO: Epoch: 0, Step: 150, Loss: 0.083459029, Learning_rate: 0.00066000002, Cost_time: 1.9524
2021-03-01 18:19:36,975 - train.py[line:149] - INFO: Epoch: 0, Step: 160, Loss: 0.10089898, Learning_rate: 0.00066000002, Cost_time: 1.9169
2021-03-01 18:19:38,987 - train.py[line:149] - INFO: Epoch: 0, Step: 170, Loss: 0.087852409, Learning_rate: 0.00066000002, Cost_time: 1.9524
2021-03-01 18:19:41,006 - train.py[line:149] - INFO: Epoch: 0, Step: 180, Loss: 0.086698152, Learning_rate: 0.00066000002, Cost_time: 1.9566
2021-03-01 18:19:42,668 - train.py[line:149] - INFO: Epoch: 0, Step: 190, Loss: 0.1020516, Learning_rate: 0.00066000002, Cost_time: 1.5994
2021-03-01 18:19:44,791 - train.py[line:149] - INFO: Epoch: 0, Step: 200, Loss: 0.11100117, Learning_rate: 0.00066000002, Cost_time: 2.0495
2021-03-01 18:19:46,871 - train.py[line:149] - INFO: Epoch: 0, Step: 210, Loss: 0.097455393, Learning_rate: 0.00066000002, Cost_time: 2.0045
2021-03-01 18:19:48,897 - train.py[line:149] - INFO: Epoch: 0, Step: 220, Loss: 0.058563174, Learning_rate: 0.00066000002, Cost_time: 1.9482
2021-03-01 18:19:50,979 - train.py[line:149] - INFO: Epoch: 0, Step: 230, Loss: 0.11985049, Learning_rate: 0.00066000002, Cost_time: 2.0036
2021-03-01 18:19:53,122 - train.py[line:149] - INFO: Epoch: 0, Step: 240, Loss: 0.097374955, Learning_rate: 0.00066000002, Cost_time: 2.0635
2021-03-01 18:19:55,200 - train.py[line:149] - INFO: Epoch: 0, Step: 250, Loss: 0.075564537, Learning_rate: 0.00066000002, Cost_time: 2.0047
2021-03-01 18:19:57,180 - train.py[line:149] - INFO: Epoch: 0, Step: 260, Loss: 0.072011416, Learning_rate: 0.00066000002, Cost_time: 1.9029
2021-03-01 18:19:59,347 - train.py[line:149] - INFO: Epoch: 0, Step: 270, Loss: 0.13071995, Learning_rate: 0.00066000002, Cost_time: 2.0914
2021-03-01 18:20:01,791 - train.py[line:149] - INFO: Epoch: 0, Step: 280, Loss: 0.10036647, Learning_rate: 0.00066000002, Cost_time: 2.3678
2021-03-01 18:20:03,849 - train.py[line:149] - INFO: Epoch: 0, Step: 290, Loss: 0.10337304, Learning_rate: 0.00066000002, Cost_time: 1.9787
2021-03-01 18:20:05,785 - train.py[line:149] - INFO: Epoch: 0, Step: 300, Loss: 0.082412887, Learning_rate: 0.00066000002, Cost_time: 1.8575
2021-03-01 18:20:08,044 - train.py[line:149] - INFO: Epoch: 0, Step: 310, Loss: 0.066232135, Learning_rate: 0.00066000002, Cost_time: 2.1784
2021-03-01 18:20:09,951 - train.py[line:149] - INFO: Epoch: 0, Step: 320, Loss: 0.12206018, Learning_rate: 0.00066000002, Cost_time: 1.8289
2021-03-01 18:20:12,165 - train.py[line:149] - INFO: Epoch: 0, Step: 330, Loss: 0.12661566, Learning_rate: 0.00066000002, Cost_time: 2.1344
2021-03-01 18:20:14,183 - train.py[line:149] - INFO: Epoch: 0, Step: 340, Loss: 0.11717207, Learning_rate: 0.00066000002, Cost_time: 1.947
2021-03-01 18:20:16,238 - train.py[line:149] - INFO: Epoch: 0, Step: 350, Loss: 0.097228734, Learning_rate: 0.00066000002, Cost_time: 1.9816
2021-03-01 18:20:18,279 - train.py[line:149] - INFO: Epoch: 0, Step: 360, Loss: 0.096964666, Learning_rate: 0.00066000002, Cost_time: 1.9667
2021-03-01 18:20:20,266 - train.py[line:149] - INFO: Epoch: 0, Step: 370, Loss: 0.091502371, Learning_rate: 0.00066000002, Cost_time: 1.9155
2021-03-01 18:20:22,297 - train.py[line:149] - INFO: Epoch: 0, Step: 380, Loss: 0.08173589, Learning_rate: 0.00066000002, Cost_time: 1.9553
2021-03-01 18:20:23,986 - train.py[line:149] - INFO: Epoch: 0, Step: 390, Loss: 0.08793006, Learning_rate: 0.00066000002, Cost_time: 1.6157
2021-03-01 18:20:26,043 - train.py[line:149] - INFO: Epoch: 0, Step: 400, Loss: 0.10977965, Learning_rate: 0.00066000002, Cost_time: 1.975
2021-03-01 18:20:28,116 - train.py[line:149] - INFO: Epoch: 0, Step: 410, Loss: 0.11032954, Learning_rate: 0.00066000002, Cost_time: 1.9982
2021-03-01 18:20:29,753 - train.py[line:149] - INFO: Epoch: 0, Step: 420, Loss: 0.064499162, Learning_rate: 0.00066000002, Cost_time: 1.5584
2021-03-01 18:20:32,002 - train.py[line:149] - INFO: Epoch: 0, Step: 430, Loss: 0.12297584, Learning_rate: 0.00066000002, Cost_time: 2.1725
2021-03-01 18:20:33,919 - train.py[line:149] - INFO: Epoch: 0, Step: 440, Loss: 0.071717787, Learning_rate: 0.00066000002, Cost_time: 1.8367
2021-03-01 18:20:36,006 - train.py[line:149] - INFO: Epoch: 0, Step: 450, Loss: 0.077844299, Learning_rate: 0.00066000002, Cost_time: 2.0074
2021-03-01 18:20:38,050 - train.py[line:149] - INFO: Epoch: 0, Step: 460, Loss: 0.12519131, Learning_rate: 0.00066000002, Cost_time: 1.9567
2021-03-01 18:20:39,676 - train.py[line:149] - INFO: Epoch: 0, Step: 470, Loss: 0.083283397, Learning_rate: 0.00066000002, Cost_time: 1.5528
2021-03-01 18:20:41,693 - train.py[line:149] - INFO: Epoch: 0, Step: 480, Loss: 0.1159242, Learning_rate: 0.00066000002, Cost_time: 1.949
2021-03-01 18:20:43,641 - train.py[line:149] - INFO: Epoch: 0, Step: 490, Loss: 0.070448849, Learning_rate: 0.00066000002, Cost_time: 1.8924
2021-03-01 18:20:45,625 - train.py[line:149] - INFO: Epoch: 0, Step: 500, Loss: 0.099082902, Learning_rate: 0.00066000002, Cost_time: 1.9177
2021-03-01 18:20:47,577 - train.py[line:149] - INFO: Epoch: 0, Step: 510, Loss: 0.077122862, Learning_rate: 0.00066000002, Cost_time: 1.8833
2021-03-01 18:20:49,712 - train.py[line:149] - INFO: Epoch: 0, Step: 520, Loss: 0.076470549, Learning_rate: 0.00066000002, Cost_time: 2.0785
2021-03-01 18:20:51,784 - train.py[line:149] - INFO: Epoch: 0, Step: 530, Loss: 0.081506507, Learning_rate: 0.00066000002, Cost_time: 2.0068
2021-03-01 18:20:53,880 - train.py[line:149] - INFO: Epoch: 0, Step: 540, Loss: 0.092775173, Learning_rate: 0.00066000002, Cost_time: 2.0294
2021-03-01 18:20:55,804 - train.py[line:149] - INFO: Epoch: 0, Step: 550, Loss: 0.074863146, Learning_rate: 0.00066000002, Cost_time: 1.8693
2021-03-01 18:20:57,903 - train.py[line:149] - INFO: Epoch: 0, Step: 560, Loss: 0.10615698, Learning_rate: 0.00066000002, Cost_time: 2.0323
2021-03-01 18:20:59,739 - train.py[line:149] - INFO: Epoch: 0, Step: 570, Loss: 0.085539036, Learning_rate: 0.00066000002, Cost_time: 1.7693
2021-03-01 18:21:01,723 - train.py[line:149] - INFO: Epoch: 0, Step: 580, Loss: 0.1157077, Learning_rate: 0.00066000002, Cost_time: 1.929
2021-03-01 18:21:03,693 - train.py[line:149] - INFO: Epoch: 0, Step: 590, Loss: 0.099810605, Learning_rate: 0.00066000002, Cost_time: 1.9036
2021-03-01 18:21:05,533 - train.py[line:149] - INFO: Epoch: 0, Step: 600, Loss: 0.089763478, Learning_rate: 0.00066000002, Cost_time: 1.7847
2021-03-01 18:21:07,334 - train.py[line:149] - INFO: Epoch: 0, Step: 610, Loss: 0.060006797, Learning_rate: 0.00066000002, Cost_time: 1.7458
2021-03-01 18:21:09,372 - train.py[line:149] - INFO: Epoch: 0, Step: 620, Loss: 0.12045701, Learning_rate: 0.00066000002, Cost_time: 1.9821
2021-03-01 18:21:11,145 - train.py[line:149] - INFO: Epoch: 0, Step: 630, Loss: 0.099215844, Learning_rate: 0.00066000002, Cost_time: 1.706
